unitid,"10 Year Mean Earnings (0-30,000)",10 Year Mean Earnings,"6 Year Mean Earnings (0-30,000)",6 Year Mean Earnings,"8 Year Median Earnings (0-30,000)",8 Year Median Earnings,"Median Student Loan Debt (0-30,000)",Median Student Loan Debt,"Number of Students in the Median Debt, Low-Income (0-30,000) Student Cohort","Number of Students in the Median Debt, Student Cohort",Historically Black College or University,Predominately Black Institution,Asian American and Native American Pacific Islander-Serving Institution,Tribal College or University,Asian American and Native American Pacific Islander-Serving Institutions,Hispanic Serving Institution,Native American Non-Tribal Institution,msi,year
489335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
489344,46100,60400,56000,69800,79465,88361,16577,16458,9581,25881,0,0,0,0,0,0,0,,latest
489353,46100,60400,56000,69800,79465,88361,16577,16458,9581,25881,0,0,0,0,0,0,0,,latest
489371,46700,50700,37300,40400,62564,65476,20000,20000,381,621,0,0,0,0,0,0,0,,latest
489779,29700,40100,22500,29100,30654,35551,10288,11648,18534,30048,0,0,0,0,0,0,0,,latest
489812,NA,NA,NA,NA,NA,32409,4788,5250,314,499,0,0,0,0,0,0,0,,latest
489830,NA,19600,NA,NA,NA,19552,9300,9500,97,137,0,0,0,0,0,0,0,,latest
489858,NA,67700,67100,71900,95929,98146,26500,24145,4379,8901,0,0,0,0,0,0,0,,latest
489937,NA,36600,NA,27400,26081,31373,11250,11005,122,292,0,0,0,0,0,0,0,,latest
490018,NA,NA,NA,NA,NA,NA,6333,6333,83,122,0,0,0,0,0,0,0,,latest
490045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,aanapii,latest
490054,NA,NA,NA,NA,NA,NA,18313,18312,498,782,0,0,0,0,0,0,0,,latest
490081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490115,NA,NA,NA,NA,NA,NA,7500,5500,38,77,0,0,0,0,0,0,0,,latest
490124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490133,NA,NA,NA,NA,NA,NA,9438,7500,56,153,0,0,0,0,0,0,0,,latest
490142,NA,NA,NA,NA,NA,NA,NA,7654,NA,47,0,0,0,0,0,0,0,,latest
490151,NA,NA,NA,NA,NA,NA,NA,2728,NA,21,0,0,0,0,0,0,0,,latest
490160,NA,NA,NA,NA,NA,NA,18568,14750,28,63,0,0,0,0,0,0,0,,latest
490197,NA,NA,NA,NA,NA,NA,NA,5029,32,49,0,0,0,0,0,0,0,,latest
490203,NA,NA,NA,NA,NA,NA,9500,11000,105,171,0,0,0,0,0,0,0,,latest
490221,NA,NA,NA,NA,NA,NA,NA,5501,17,29,0,0,0,0,0,0,0,,latest
490230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490249,NA,NA,NA,NA,NA,NA,NA,6365,26,39,0,0,0,0,0,0,0,,latest
490258,NA,NA,NA,NA,NA,NA,8028,8028,33,65,0,0,0,0,0,0,0,,latest
490267,NA,NA,NA,NA,NA,NA,NA,9500,13,29,0,0,0,0,0,0,0,,latest
490276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490285,NA,NA,NA,NA,NA,NA,5250,4750,103,160,0,0,0,0,0,0,0,,latest
490294,NA,NA,NA,NA,NA,NA,6060,5500,72,101,0,0,0,0,0,0,0,,latest
490300,NA,NA,NA,NA,NA,NA,9500,8444,42,75,0,0,0,0,0,0,0,,latest
490319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490382,NA,NA,NA,NA,NA,NA,12685,12264,53,112,0,0,0,0,0,0,0,,latest
490391,NA,NA,NA,NA,NA,NA,NA,3500,NA,57,0,0,0,0,0,0,0,,latest
490407,NA,NA,NA,NA,NA,NA,10083,9833,133,167,0,0,0,0,0,0,0,,latest
490416,NA,NA,NA,NA,NA,NA,NA,13250,23,38,0,0,0,0,0,0,0,,latest
490425,NA,NA,NA,NA,NA,NA,7917,7917,58,98,0,0,0,0,0,0,0,,latest
490434,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,0,0,,latest
490443,NA,NA,NA,NA,NA,NA,6333,6333,62,111,0,0,0,0,0,0,0,,latest
490470,NA,NA,NA,NA,NA,NA,NA,7391,NA,19,0,0,0,0,0,0,0,,latest
490489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490498,NA,NA,NA,NA,NA,NA,NA,5500,12,30,0,0,0,0,0,0,0,,latest
490504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490522,NA,NA,NA,NA,NA,NA,NA,7891,NA,19,0,0,0,0,0,0,0,,latest
490531,NA,NA,NA,NA,NA,NA,NA,9833,NA,42,0,0,0,0,0,0,0,,latest
490674,NA,NA,NA,NA,NA,16563,NA,6692,58,76,0,0,0,0,0,0,0,,latest
490692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490717,NA,NA,NA,NA,NA,NA,6702,6702,44,95,0,0,0,0,0,0,0,,latest
490735,NA,NA,NA,NA,NA,32298,9500,9500,414,510,0,0,0,0,0,0,0,,latest
490744,NA,NA,NA,NA,NA,NA,NA,9500,NA,31,0,0,0,0,0,0,0,,latest
490753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
490805,38100,43000,30800,35700,42881,49368,13767,13031,1274,3734,0,0,0,0,0,1,0,hsi,latest
490814,20800,22000,18800,20000,25970,27699,9500,7504,1087,1527,0,0,0,0,0,0,0,,latest
490832,23900,24900,20600,22500,27275,28831,8609,7719,1559,2231,0,0,0,0,0,0,0,,latest
490841,23600,24600,20400,21800,27446,28503,8019,5500,1098,1537,0,0,0,0,0,0,0,,latest
490869,26100,27800,22600,25900,26587,28941,9500,9304,1798,2359,0,0,0,0,0,0,0,,latest
490878,34800,37300,25400,26600,40635,41224,14874,15215,1549,2469,0,0,0,0,0,0,0,,latest
490896,NA,NA,NA,NA,NA,NA,4856,4856,101,140,0,0,0,0,0,0,0,,latest
490948,NA,NA,NA,NA,NA,31929,9500,9500,81,99,0,0,0,0,0,0,0,,latest
490975,32700,35400,24400,28500,31177,33761,12667,12949,1154,1607,0,0,0,0,0,0,0,,latest
491057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491066,NA,NA,NA,NA,NA,NA,7500,7859,56,80,0,0,0,0,0,0,0,,latest
491075,NA,NA,NA,NA,NA,NA,8360,5500,47,75,0,0,0,0,0,0,0,,latest
491084,NA,20900,16600,17200,22900,23411,7480,6859,2424,2790,0,0,0,0,0,0,0,,latest
491136,21300,22000,16700,18500,21571,23535,7667,7851,1289,1839,0,0,0,0,0,0,0,,latest
491145,21400,23000,18000,20000,19788,22517,6333,6333,1107,1528,0,0,0,0,0,0,0,,latest
491181,41900,44400,37800,43200,54635,60671,16190,16500,4375,8933,0,0,0,0,0,0,0,,latest
491190,NA,NA,NA,NA,52395,55622,9500,10250,370,621,0,0,0,0,0,0,0,,latest
491215,NA,NA,NA,NA,NA,NA,NA,6946,NA,72,0,0,0,0,0,0,0,,latest
491224,NA,NA,NA,16600,NA,28267,8236,8175,80,110,0,0,0,0,0,0,0,,latest
491233,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,0,0,,latest
491242,NA,NA,NA,NA,NA,NA,8297,8297,49,87,0,0,0,0,0,0,0,,latest
491251,NA,NA,NA,NA,NA,NA,9500,5500,53,87,0,0,0,0,0,0,0,,latest
491260,NA,NA,NA,NA,NA,NA,NA,5125,26,40,0,0,0,0,0,0,0,,latest
491288,46000,48200,38000,38500,47196,50789,16500,15250,3094,11150,0,0,0,0,0,0,0,,latest
491297,36500,42600,29600,32900,43053,47336,14250,14000,669,2048,0,0,0,0,0,0,0,,latest
491394,25100,28100,27000,30500,26733,28099,10657,10661,12213,14470,0,0,0,0,0,0,0,,latest
491446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491507,NA,NA,NA,NA,NA,NA,NA,5388,NA,42,0,0,0,0,0,0,0,,latest
491525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491543,NA,NA,NA,NA,NA,NA,NA,9500,NA,20,0,0,0,0,0,0,0,,latest
491552,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,,latest
491570,NA,NA,NA,NA,NA,NA,NA,12000,28,45,0,0,0,0,0,0,0,,latest
491589,NA,NA,NA,NA,NA,NA,NA,7959,24,34,0,0,0,0,0,0,0,,latest
491598,NA,NA,NA,NA,NA,NA,NA,4278,14,24,0,0,0,0,0,0,0,,latest
491613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491659,NA,NA,NA,NA,NA,NA,6650,6650,51,70,0,0,0,0,0,0,0,,latest
491668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491677,NA,NA,NA,NA,NA,NA,NA,9500,33,47,0,0,0,0,0,0,0,,latest
491686,NA,NA,NA,NA,NA,NA,15249,16500,26,45,0,0,0,0,0,0,0,,latest
491695,NA,NA,NA,NA,NA,NA,NA,9054,NA,45,0,0,0,0,0,0,0,,latest
491701,NA,NA,NA,NA,NA,NA,NA,4478,17,31,0,0,0,0,0,0,0,,latest
491710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491729,NA,NA,NA,NA,NA,NA,NA,9500,NA,53,0,0,0,0,0,0,0,,latest
491738,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,,latest
491747,NA,NA,NA,NA,NA,NA,NA,7667,NA,37,0,0,0,0,0,0,0,,latest
491756,NA,NA,NA,NA,NA,NA,9854,9855,102,162,0,0,0,0,0,0,0,,latest
491765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491774,NA,NA,NA,NA,NA,NA,9500,9500,52,98,0,0,0,0,0,0,0,,latest
491783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491792,NA,NA,NA,NA,NA,NA,6333,6333,41,111,0,0,0,0,0,0,0,,latest
491808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491826,NA,NA,NA,NA,NA,NA,6333,6333,58,100,0,0,0,0,0,0,0,,latest
491835,NA,NA,NA,NA,NA,NA,7917,7917,74,134,0,0,0,0,0,0,0,,latest
491844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,tribal,latest
491853,NA,NA,NA,NA,NA,NA,NA,6333,39,55,0,0,0,0,0,0,0,,latest
491871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491880,NA,NA,NA,NA,NA,NA,9500,9500,51,91,0,0,0,0,0,0,0,,latest
491899,NA,NA,NA,NA,NA,NA,6332,6332,85,107,0,0,0,0,0,0,0,,latest
491905,NA,NA,NA,NA,NA,NA,5000,6500,73,107,0,0,0,0,0,0,0,,latest
491914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
491923,NA,NA,NA,NA,NA,NA,6333,6333,194,301,0,0,0,0,0,0,0,,latest
491932,NA,NA,NA,NA,NA,NA,NA,7500,14,26,0,0,0,0,0,0,0,,latest
491941,NA,NA,NA,NA,NA,NA,8708,8708,88,138,0,0,0,0,0,0,0,,latest
491950,NA,NA,NA,NA,NA,NA,6333,6333,102,194,0,0,0,0,0,0,0,,latest
491978,NA,NA,NA,NA,NA,NA,NA,9500,51,62,0,0,0,0,0,0,0,,latest
491996,NA,NA,NA,NA,NA,NA,7800,7511,33,59,0,0,0,0,0,0,0,,latest
492005,NA,NA,NA,NA,NA,NA,4576,5500,22,46,0,0,0,0,0,0,0,,latest
492023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492069,NA,NA,NA,NA,NA,NA,7750,5500,25,44,0,0,0,0,0,0,0,,latest
492078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492139,NA,NA,NA,NA,NA,NA,NA,5911,30,46,0,0,0,0,0,0,0,,latest
492148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492281,NA,NA,NA,NA,NA,NA,NA,9500,NA,40,0,0,0,0,0,0,0,,latest
492306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
492360,NA,17900,NA,16200,NA,20169,6333,6333,240,324,0,0,0,0,0,0,0,,latest
492421,NA,NA,NA,NA,NA,31929,9500,9500,81,99,0,0,0,0,0,0,0,,latest
492449,27800,30600,25400,28700,35579,38155,9500,9500,7803,12677,0,0,0,0,0,0,0,,latest
492476,20700,21900,18500,19100,NA,22391,10500,10500,1794,2337,0,0,0,0,0,1,0,hsi,latest
492607,NA,NA,NA,NA,52395,55622,9500,10250,370,621,0,0,0,0,0,0,0,,latest
492643,NA,NA,NA,NA,NA,NA,7389,7389,94,164,0,0,0,0,0,0,0,,latest
492652,NA,NA,NA,NA,NA,NA,NA,9500,NA,25,0,0,0,0,0,0,0,,latest
492661,NA,NA,NA,NA,NA,NA,6333,6333,233,324,0,0,0,0,0,0,0,,latest
492689,NA,NA,NA,NA,NA,NA,12500,12500,153,296,0,0,0,0,0,1,0,hsi,latest
492704,NA,NA,NA,NA,NA,NA,NA,15500,NA,19,0,0,0,0,0,0,0,,latest
492722,28200,30500,23500,26000,31095,32512,9499,9473,5275,7174,0,0,0,0,0,0,0,,latest
492731,NA,NA,NA,NA,NA,NA,6333,6333,216,370,0,0,0,0,0,0,0,,latest
492759,46100,60400,56000,69800,79465,88361,16577,16458,9581,25881,0,0,0,0,0,0,0,,latest
492801,29800,36200,26300,30400,35784,39507,12500,13000,649,1592,0,0,0,0,0,0,0,,latest
492935,NA,NA,NA,NA,NA,NA,NA,8234,127,144,0,0,0,0,0,0,0,,latest
492953,NA,NA,21400,21400,17148,18978,7013,7116,281,390,0,0,0,0,0,0,0,,latest
492962,38700,49400,28000,38300,31677,39554,13392,12564,3078,5295,0,0,0,0,0,0,0,,latest
493071,NA,25500,NA,20500,NA,17849,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493080,NA,NA,NA,NA,36680,38805,6439,3972,308,618,0,0,0,0,0,0,0,,latest
493132,47700,50600,35400,38700,45850,49933,11166,11574,2591,5425,0,0,0,0,0,0,0,,latest
493150,NA,NA,NA,NA,NA,NA,7767,7767,356,498,0,0,0,0,0,0,0,,latest
493372,NA,NA,NA,NA,NA,26834,6211,7667,104,170,0,0,0,0,0,0,0,,latest
493451,NA,NA,17900,25600,29863,31708,7917,7917,342,533,0,0,0,0,0,0,0,,latest
493479,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,,latest
493488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493530,NA,NA,NA,NA,NA,NA,NA,5875,NA,26,0,0,0,0,0,0,0,,latest
493549,NA,NA,NA,NA,NA,NA,9500,9500,158,198,0,0,0,0,0,0,0,,latest
493558,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,,latest
493567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493576,NA,NA,NA,NA,NA,NA,NA,8100,NA,19,0,0,0,0,0,0,0,,latest
493585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493628,NA,NA,NA,NA,NA,NA,NA,4750,43,61,0,0,0,0,0,0,0,,latest
493637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493655,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,,latest
493664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493682,NA,NA,NA,NA,NA,NA,NA,4625,NA,32,0,0,0,0,0,0,0,,latest
493691,NA,NA,NA,NA,NA,NA,NA,9500,NA,25,0,0,0,0,0,0,0,,latest
493707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493743,NA,NA,NA,NA,NA,NA,NA,9500,125,139,0,0,0,0,0,0,0,,latest
493752,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,,latest
493761,NA,NA,NA,NA,NA,NA,7250,8435,41,64,0,0,0,0,0,0,0,,latest
493770,NA,NA,NA,NA,NA,NA,NA,8750,NA,29,0,0,0,0,0,0,0,,latest
493798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493804,NA,NA,NA,NA,NA,NA,NA,5339,62,79,0,0,0,0,0,0,0,,latest
493813,NA,NA,NA,NA,NA,NA,16071,16670,88,138,0,0,0,0,0,0,0,,latest
493822,NA,NA,NA,NA,NA,NA,5500,7690,39,64,0,0,0,0,0,1,0,hsi,latest
493831,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,,latest
493868,NA,NA,NA,NA,NA,NA,NA,7834,NA,34,0,0,0,0,0,0,0,,latest
493895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
493992,23900,24400,20300,20600,25475,26123,7421,7389,6710,8500,0,0,0,0,0,0,0,,latest
494001,NA,NA,NA,NA,NA,29230,6333,6333,124,197,0,0,0,0,0,0,0,,latest
494010,NA,NA,NA,NA,NA,NA,NA,15500,NA,19,0,0,0,0,0,0,0,,latest
494029,NA,NA,NA,NA,NA,13314,NA,9500,73,84,0,0,0,0,0,0,0,,latest
494162,25200,26400,21700,23900,31908,33491,9500,9500,1971,3016,0,0,0,0,0,0,0,,latest
494232,NA,19300,NA,NA,NA,31775,6333,6333,155,238,0,0,0,0,0,0,0,,latest
494250,NA,23900,NA,22000,NA,32000,9349,9418,822,1004,0,0,0,0,0,0,0,,latest
494278,20700,21900,18500,19100,NA,22391,10500,10500,1794,2337,0,0,0,0,0,1,0,hsi,latest
494287,20700,21900,18500,19100,NA,22391,10500,10500,1794,2337,0,0,0,0,0,0,0,,latest
494357,NA,NA,21100,25000,26919,28411,9445,9433,4171,5085,0,0,0,0,0,0,0,,latest
494436,23400,25800,21600,26900,32064,34056,10000,11501,1149,1652,0,0,0,0,0,0,0,,latest
494463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494472,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,0,0,,latest
494524,NA,NA,NA,NA,30899,30217,7917,7917,289,509,0,0,0,0,0,0,0,,latest
494542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494588,27800,30600,25400,28700,35579,38155,9500,9500,7803,12677,0,0,0,0,0,0,0,,latest
494597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494621,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,,latest
494630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
494649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494658,NA,NA,NA,NA,NA,NA,NA,4274,NA,24,0,0,0,0,0,0,0,,latest
494685,NA,NA,NA,NA,NA,NA,NA,5500,15,50,0,0,0,0,0,0,0,,latest
494694,NA,NA,NA,NA,NA,NA,NA,6967,138,153,0,0,0,0,0,0,0,,latest
494700,NA,NA,NA,NA,NA,NA,NA,3350,NA,22,0,0,0,0,0,0,0,,latest
494719,NA,NA,NA,NA,NA,NA,NA,9500,NA,56,0,0,0,0,0,0,0,,latest
494728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494746,28600,32300,28500,31700,37134,39493,9354,9321,916,1507,0,0,0,0,0,0,0,,latest
494755,21000,24000,19000,21500,30991,32225,7572,8178,562,897,0,0,0,0,0,0,0,,latest
494764,33100,38300,28300,31300,NA,41048,9500,12663,233,379,0,0,0,0,0,0,0,,latest
494807,NA,NA,NA,NA,NA,NA,NA,15500,NA,19,0,0,0,0,0,0,0,,latest
494843,27300,29300,25000,26600,34282,35732,9332,9100,1607,2246,0,0,0,0,0,0,0,,latest
494852,24500,29100,21200,23000,28889,30752,13160,13127,1710,2436,0,0,0,0,0,0,0,,latest
494898,NA,NA,17900,25600,29863,31708,7917,7917,342,533,0,0,0,0,0,0,0,,latest
494904,NA,NA,NA,NA,NA,NA,5500,5500,72,105,0,0,0,0,0,0,0,,latest
494959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
494995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495040,NA,NA,NA,NA,NA,NA,NA,6333,NA,46,0,0,0,0,0,0,0,,latest
495059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,hsi,latest
495077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495101,NA,NA,NA,NA,NA,NA,NA,9500,NA,35,0,0,0,0,0,0,0,,latest
495110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495129,NA,NA,NA,NA,NA,NA,NA,4400,NA,50,0,0,0,0,0,0,0,,latest
495138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495183,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,0,0,,latest
495192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495217,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,0,0,0,0,,latest
495226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495235,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,,latest
495244,NA,NA,NA,NA,NA,NA,NA,5885,NA,38,0,0,0,0,0,0,0,,latest
495253,NA,NA,NA,NA,NA,NA,NA,6500,NA,21,0,0,0,0,0,0,0,,latest
495262,NA,NA,NA,NA,NA,NA,NA,3666,NA,23,0,0,0,0,0,0,0,,latest
495271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,latest
495341,NA,NA,NA,NA,NA,31367,8536,9500,153,328,0,0,0,0,0,0,0,,latest
495350,NA,NA,NA,NA,NA,25180,9500,8149,127,219,0,0,0,0,0,0,0,,latest
495369,NA,NA,NA,NA,NA,NA,6492,6492,126,212,0,0,0,0,0,0,0,,latest
495378,NA,26400,22200,24800,NA,27148,5277,4858,154,377,0,0,0,0,0,0,0,,latest
495387,NA,NA,NA,NA,NA,20188,NA,3723,75,89,0,0,0,0,0,0,0,,latest
495411,NA,23700,NA,NA,25308,25611,8028,8028,637,1109,0,0,0,0,0,0,0,,latest
